timestamp,model,round,thread_id,prompt_index,prompt,status_code,success,error,latency_ms,reply_chars,cpu_pct_avg,ram_mb_avg,error_message
2026-03-29T00:11:21,llama3.2:1b,2,bench-llama3.2_1b-r2,9,Sana bir gorev verdigimde nasil adim adim ilerlersin?,200,1,0,1938.56,49,16.15,136.77,
2026-03-29T00:11:24,llama3.2:1b,2,bench-llama3.2_1b-r2,10,Kisa bir motivasyon mesaji yaz.,200,1,0,2206.38,58,17.75,152.58,
2026-03-29T00:11:25,llama3.2:1b,2,bench-llama3.2_1b-r2,11,Bir e-postayi nazikce reddeden cevap yaz.,200,1,0,1787.98,21,21.35,154.45,
2026-03-29T00:11:28,llama3.2:1b,2,bench-llama3.2_1b-r2,12,Ayni bilgiyi teknik olmayan birine anlat.,200,1,0,2576.48,140,19.35,167.2,
2026-03-29T00:11:31,llama3.2:1b,2,bench-llama3.2_1b-r2,13,"Asagidaki metinden anahtar kelimeleri cikar: yerel model, gizlilik, e-posta, ozet.",200,1,0,2280.46,54,15.8,160.33,
2026-03-29T00:11:33,llama3.2:1b,2,bench-llama3.2_1b-r2,14,Takim ici durum guncellemesi icin 4 satirlik metin yaz.,200,1,0,2244.11,69,13.35,149.06,
2026-03-29T00:11:35,llama3.2:1b,2,bench-llama3.2_1b-r2,15,Haftalik hedefleri takip etmek icin basit bir tablo oner.,200,1,0,2368.58,99,16.35,170.54,
2026-03-29T00:11:38,llama3.2:1b,2,bench-llama3.2_1b-r2,16,Asagidaki soruya tek paragrafla cevap ver: Neden cevrimdisi sistem?,200,1,0,2481.87,112,12.55,174.79,
2026-03-29T00:11:41,llama3.2:1b,2,bench-llama3.2_1b-r2,17,Bir kullanicidan eksik bilgi istemek icin kibar bir mesaj yaz.,200,1,0,2661.32,143,11.1,177.81,
2026-03-29T00:11:43,llama3.2:1b,2,bench-llama3.2_1b-r2,18,Bir fikri arti ve eksi yonleriyle degerlendir.,200,1,0,2301.23,82,14.8,181.34,
2026-03-29T00:11:46,llama3.2:1b,2,bench-llama3.2_1b-r2,19,Asagidaki metni daha acik yaz: Model secimi performansi etkiler.,200,1,0,3124.14,208,18.35,180.52,
2026-03-29T00:11:49,llama3.2:1b,2,bench-llama3.2_1b-r2,20,Bugunku isi bitirirken yarin icin kisa bir not birak.,200,1,0,2540.2,83,18.05,178.88,
2026-03-29T00:12:00,llama3.2:1b,3,bench-llama3.2_1b-r3,1,"Merhaba, kisaca kendini tanit.",200,1,0,10740.56,55,15.55,138.53,
2026-03-29T00:12:02,llama3.2:1b,3,bench-llama3.2_1b-r3,2,Bugun icin 3 maddelik bir calisma plani olustur.,200,1,0,2488.85,47,13.35,116.62,
2026-03-29T00:12:11,llama3.2:1b,3,bench-llama3.2_1b-r3,3,Asagidaki metni tek cumlede ozetle: Yapay zeka arastirmasi hizla gelisiyor.,500,0,1,8511.27,0,6.45,62.59,[Errno 30] Read-only file system: '/path'
2026-03-29T00:12:19,llama3.2:1b,3,bench-llama3.2_1b-r3,4,Kisa bir tesekkur e-postasi taslagi yaz.,500,0,1,8478.51,0,0.0,53.0,[Errno 30] Read-only file system: '/path'
2026-03-29T00:12:23,llama3.2:1b,3,bench-llama3.2_1b-r3,5,Bir toplanti notu icin aksiyon maddeleri cikar.,200,1,0,3060.26,86,8.1,108.88,
2026-03-29T00:12:24,llama3.2:1b,3,bench-llama3.2_1b-r3,6,Bu cumleyi daha resmi yap: yarin goruselim.,200,1,0,1768.64,33,18.05,144.6,
2026-03-29T00:12:29,llama3.2:1b,3,bench-llama3.2_1b-r3,7,Asagidaki metni iki madde halinde ozetle: Proje gizlilik odakli ve yerelde calisir.,200,1,0,4974.81,73,18.05,141.58,
2026-03-29T00:12:33,llama3.2:1b,3,bench-llama3.2_1b-r3,8,"Python'da list comprehension nedir, bir ornek ver.",200,1,0,3825.0,86,17.6,144.6,
2026-03-29T00:12:40,llama3.2:1b,3,bench-llama3.2_1b-r3,9,Sana bir gorev verdigimde nasil adim adim ilerlersin?,200,1,0,6814.46,263,14.9,106.35,
2026-03-29T00:12:43,llama3.2:1b,3,bench-llama3.2_1b-r3,10,Kisa bir motivasyon mesaji yaz.,200,1,0,3061.37,111,11.8,106.75,
2026-03-29T00:12:48,llama3.2:1b,3,bench-llama3.2_1b-r3,11,Bir e-postayi nazikce reddeden cevap yaz.,200,1,0,4217.29,143,10.2,107.44,
2026-03-29T00:12:50,llama3.2:1b,3,bench-llama3.2_1b-r3,12,Ayni bilgiyi teknik olmayan birine anlat.,200,1,0,2661.43,66,11.9,109.04,
2026-03-29T00:12:54,llama3.2:1b,3,bench-llama3.2_1b-r3,13,"Asagidaki metinden anahtar kelimeleri cikar: yerel model, gizlilik, e-posta, ozet.",200,1,0,3783.14,86,14.05,161.66,
2026-03-29T00:12:57,llama3.2:1b,3,bench-llama3.2_1b-r3,14,Takim ici durum guncellemesi icin 4 satirlik metin yaz.,200,1,0,3153.51,161,14.95,169.68,
2026-03-29T00:13:04,llama3.2:1b,3,bench-llama3.2_1b-r3,15,Haftalik hedefleri takip etmek icin basit bir tablo oner.,200,1,0,6504.39,470,14.45,134.1,
2026-03-29T00:13:09,llama3.2:1b,3,bench-llama3.2_1b-r3,16,Asagidaki soruya tek paragrafla cevap ver: Neden cevrimdisi sistem?,200,1,0,4804.06,29,14.9,131.52,
2026-03-29T00:13:14,llama3.2:1b,3,bench-llama3.2_1b-r3,17,Bir kullanicidan eksik bilgi istemek icin kibar bir mesaj yaz.,200,1,0,4563.11,29,15.2,173.0,
2026-03-29T00:13:17,llama3.2:1b,3,bench-llama3.2_1b-r3,18,Bir fikri arti ve eksi yonleriyle degerlendir.,200,1,0,2839.97,104,12.7,177.75,
2026-03-29T00:13:19,llama3.2:1b,3,bench-llama3.2_1b-r3,19,Asagidaki metni daha acik yaz: Model secimi performansi etkiler.,200,1,0,2666.72,86,11.25,181.49,
2026-03-29T00:13:22,llama3.2:1b,3,bench-llama3.2_1b-r3,20,Bugunku isi bitirirken yarin icin kisa bir not birak.,200,1,0,2589.42,50,13.95,183.36,
2026-03-29T00:13:32,llama3.2:3b,1,bench-llama3.2_3b-r1,1,"Merhaba, kisaca kendini tanit.",200,1,0,10202.59,170,12.1,142.85,
2026-03-29T00:13:45,llama3.2:3b,1,bench-llama3.2_3b-r1,2,Bugun icin 3 maddelik bir calisma plani olustur.,500,0,1,13183.24,0,5.0,71.08,[Errno 13] Permission denied: '/Users/username'
2026-03-29T00:14:01,llama3.2:3b,1,bench-llama3.2_3b-r1,3,Asagidaki metni tek cumlede ozetle: Yapay zeka arastirmasi hizla gelisiyor.,200,1,0,15005.47,164,1.7,40.64,
2026-03-29T00:14:14,llama3.2:3b,1,bench-llama3.2_3b-r1,4,Kisa bir tesekkur e-postasi taslagi yaz.,200,1,0,12513.27,75,3.15,39.44,
2026-03-29T00:14:33,llama3.2:3b,1,bench-llama3.2_3b-r1,5,Bir toplanti notu icin aksiyon maddeleri cikar.,200,1,0,18799.22,213,2.7,39.33,
2026-03-29T00:14:39,llama3.2:3b,1,bench-llama3.2_3b-r1,6,Bu cumleyi daha resmi yap: yarin goruselim.,200,1,0,5939.85,107,5.75,50.99,
2026-03-29T00:14:55,llama3.2:3b,1,bench-llama3.2_3b-r1,7,Asagidaki metni iki madde halinde ozetle: Proje gizlilik odakli ve yerelde calisir.,500,0,1,15230.06,0,3.15,53.89,[Errno 13] Permission denied: '/Users/username'
2026-03-29T00:15:07,llama3.2:3b,1,bench-llama3.2_3b-r1,8,"Python'da list comprehension nedir, bir ornek ver.",200,1,0,12378.55,473,4.4,52.85,
2026-03-29T00:15:20,llama3.2:3b,1,bench-llama3.2_3b-r1,9,Sana bir gorev verdigimde nasil adim adim ilerlersin?,200,1,0,12644.22,335,9.2,64.86,
2026-03-29T00:15:41,llama3.2:3b,1,bench-llama3.2_3b-r1,10,Kisa bir motivasyon mesaji yaz.,200,1,0,19989.57,186,1.4,44.03,
2026-03-29T00:16:09,llama3.2:3b,1,bench-llama3.2_3b-r1,11,Bir e-postayi nazikce reddeden cevap yaz.,200,1,0,26940.95,198,5.6,48.2,
2026-03-29T00:16:18,llama3.2:3b,1,bench-llama3.2_3b-r1,12,Ayni bilgiyi teknik olmayan birine anlat.,200,1,0,9282.26,160,11.75,60.83,
2026-03-29T00:16:23,llama3.2:3b,1,bench-llama3.2_3b-r1,13,"Asagidaki metinden anahtar kelimeleri cikar: yerel model, gizlilik, e-posta, ozet.",200,1,0,5087.94,83,10.0,55.82,
2026-03-29T00:16:33,llama3.2:3b,1,bench-llama3.2_3b-r1,14,Takim ici durum guncellemesi icin 4 satirlik metin yaz.,200,1,0,9997.7,184,7.65,98.12,
2026-03-29T00:16:46,llama3.2:3b,1,bench-llama3.2_3b-r1,15,Haftalik hedefleri takip etmek icin basit bir tablo oner.,200,1,0,12013.16,264,6.25,95.53,
2026-03-29T00:16:56,llama3.2:3b,1,bench-llama3.2_3b-r1,16,Asagidaki soruya tek paragrafla cevap ver: Neden cevrimdisi sistem?,200,1,0,10283.52,238,7.4,66.21,
2026-03-29T00:17:06,llama3.2:3b,1,bench-llama3.2_3b-r1,17,Bir kullanicidan eksik bilgi istemek icin kibar bir mesaj yaz.,200,1,0,10263.78,190,7.1,61.71,
2026-03-29T00:17:18,llama3.2:3b,1,bench-llama3.2_3b-r1,18,Bir fikri arti ve eksi yonleriyle degerlendir.,200,1,0,11517.6,135,4.65,65.01,
2026-03-29T00:17:31,llama3.2:3b,1,bench-llama3.2_3b-r1,19,Asagidaki metni daha acik yaz: Model secimi performansi etkiler.,200,1,0,12564.93,558,8.45,72.47,
2026-03-29T00:17:40,llama3.2:3b,1,bench-llama3.2_3b-r1,20,Bugunku isi bitirirken yarin icin kisa bir not birak.,200,1,0,9252.9,78,8.2,75.59,
2026-03-29T00:17:50,llama3.2:3b,2,bench-llama3.2_3b-r2,1,"Merhaba, kisaca kendini tanit.",200,1,0,9766.06,581,8.9,75.41,
2026-03-29T00:18:09,llama3.2:3b,2,bench-llama3.2_3b-r2,2,Bugun icin 3 maddelik bir calisma plani olustur.,500,0,1,18435.13,0,3.7,58.42,[Errno 13] Permission denied: '/Users/Adem'
2026-03-29T00:18:18,llama3.2:3b,2,bench-llama3.2_3b-r2,3,Asagidaki metni tek cumlede ozetle: Yapay zeka arastirmasi hizla gelisiyor.,500,0,1,9290.21,0,0.0,44.26,[Errno 13] Permission denied: '/Users/Adem'
2026-03-29T00:18:35,llama3.2:3b,2,bench-llama3.2_3b-r2,4,Kisa bir tesekkur e-postasi taslagi yaz.,200,1,0,16446.46,314,2.55,52.2,
2026-03-29T00:18:51,llama3.2:3b,2,bench-llama3.2_3b-r2,5,Bir toplanti notu icin aksiyon maddeleri cikar.,200,1,0,15677.02,407,3.85,51.4,
2026-03-29T00:19:04,llama3.2:3b,2,bench-llama3.2_3b-r2,6,Bu cumleyi daha resmi yap: yarin goruselim.,200,1,0,12433.91,273,5.9,53.04,
2026-03-29T00:19:14,llama3.2:3b,2,bench-llama3.2_3b-r2,7,Asagidaki metni iki madde halinde ozetle: Proje gizlilik odakli ve yerelde calisir.,200,1,0,10178.46,101,5.8,56.97,
2026-03-29T00:19:30,llama3.2:3b,2,bench-llama3.2_3b-r2,8,"Python'da list comprehension nedir, bir ornek ver.",200,1,0,15434.34,445,6.05,51.3,
2026-03-29T00:19:39,llama3.2:3b,2,bench-llama3.2_3b-r2,9,Sana bir gorev verdigimde nasil adim adim ilerlersin?,500,0,1,8870.64,0,3.75,48.91,[Errno 13] Permission denied: '/Users/Adem'
2026-03-29T00:19:51,llama3.2:3b,2,bench-llama3.2_3b-r2,10,Kisa bir motivasyon mesaji yaz.,200,1,0,11683.88,163,4.25,54.14,
2026-03-29T00:20:07,llama3.2:3b,2,bench-llama3.2_3b-r2,11,Bir e-postayi nazikce reddeden cevap yaz.,200,1,0,15853.33,198,6.3,59.36,
2026-03-29T00:20:25,llama3.2:3b,2,bench-llama3.2_3b-r2,12,Ayni bilgiyi teknik olmayan birine anlat.,200,1,0,16692.95,170,2.4,44.72,
2026-03-29T00:20:35,llama3.2:3b,2,bench-llama3.2_3b-r2,13,"Asagidaki metinden anahtar kelimeleri cikar: yerel model, gizlilik, e-posta, ozet.",200,1,0,10039.41,61,3.5,45.55,
2026-03-29T00:20:48,llama3.2:3b,2,bench-llama3.2_3b-r2,14,Takim ici durum guncellemesi icin 4 satirlik metin yaz.,200,1,0,12671.81,172,6.65,55.53,
2026-03-29T00:21:06,llama3.2:3b,2,bench-llama3.2_3b-r2,15,Haftalik hedefleri takip etmek icin basit bir tablo oner.,200,1,0,17389.82,374,9.35,61.35,
2026-03-29T00:21:27,llama3.2:3b,2,bench-llama3.2_3b-r2,16,Asagidaki soruya tek paragrafla cevap ver: Neden cevrimdisi sistem?,200,1,0,21276.26,287,5.8,49.18,
2026-03-29T00:21:51,llama3.2:3b,2,bench-llama3.2_3b-r2,17,Bir kullanicidan eksik bilgi istemek icin kibar bir mesaj yaz.,200,1,0,23361.56,254,3.0,43.33,
2026-03-29T00:22:03,llama3.2:3b,2,bench-llama3.2_3b-r2,18,Bir fikri arti ve eksi yonleriyle degerlendir.,200,1,0,11673.7,214,4.6,106.3,
2026-03-29T00:22:28,llama3.2:3b,2,bench-llama3.2_3b-r2,19,Asagidaki metni daha acik yaz: Model secimi performansi etkiler.,200,1,0,24916.25,1276,8.2,125.83,
2026-03-29T00:23:21,llama3.2:3b,2,bench-llama3.2_3b-r2,20,Bugunku isi bitirirken yarin icin kisa bir not birak.,200,1,0,53816.39,150,6.85,73.62,
2026-03-29T00:23:28,llama3.2:3b,3,bench-llama3.2_3b-r3,1,"Merhaba, kisaca kendini tanit.",200,1,0,6262.61,235,7.95,73.43,
2026-03-29T00:23:43,llama3.2:3b,3,bench-llama3.2_3b-r3,2,Bugun icin 3 maddelik bir calisma plani olustur.,200,1,0,15114.24,354,8.3,74.34,
2026-03-29T00:23:53,llama3.2:3b,3,bench-llama3.2_3b-r3,3,Asagidaki metni tek cumlede ozetle: Yapay zeka arastirmasi hizla gelisiyor.,200,1,0,9485.1,72,9.1,101.64,
2026-03-29T00:24:00,llama3.2:3b,3,bench-llama3.2_3b-r3,4,Kisa bir tesekkur e-postasi taslagi yaz.,200,1,0,7848.61,143,8.65,147.65,
2026-03-29T00:24:16,llama3.2:3b,3,bench-llama3.2_3b-r3,5,Bir toplanti notu icin aksiyon maddeleri cikar.,200,1,0,15483.21,483,8.25,113.88,
2026-03-29T00:24:29,llama3.2:3b,3,bench-llama3.2_3b-r3,6,Bu cumleyi daha resmi yap: yarin goruselim.,200,1,0,13030.61,77,6.7,61.21,
2026-03-29T00:24:42,llama3.2:3b,3,bench-llama3.2_3b-r3,7,Asagidaki metni iki madde halinde ozetle: Proje gizlilik odakli ve yerelde calisir.,200,1,0,12730.06,65,6.55,51.41,
2026-03-29T00:25:02,llama3.2:3b,3,bench-llama3.2_3b-r3,8,"Python'da list comprehension nedir, bir ornek ver.",200,1,0,19940.56,508,6.25,50.89,
2026-03-29T00:25:19,llama3.2:3b,3,bench-llama3.2_3b-r3,9,Sana bir gorev verdigimde nasil adim adim ilerlersin?,200,1,0,15831.01,349,3.9,53.66,
2026-03-29T00:25:27,llama3.2:3b,3,bench-llama3.2_3b-r3,10,Kisa bir motivasyon mesaji yaz.,200,1,0,8213.69,66,7.25,125.8,
2026-03-29T00:25:37,llama3.2:3b,3,bench-llama3.2_3b-r3,11,Bir e-postayi nazikce reddeden cevap yaz.,200,1,0,10262.48,232,7.7,188.3,
2026-03-29T00:25:48,llama3.2:3b,3,bench-llama3.2_3b-r3,12,Ayni bilgiyi teknik olmayan birine anlat.,200,1,0,10238.35,121,7.35,174.64,
2026-03-29T00:25:57,llama3.2:3b,3,bench-llama3.2_3b-r3,13,"Asagidaki metinden anahtar kelimeleri cikar: yerel model, gizlilik, e-posta, ozet.",200,1,0,9790.78,94,7.55,162.75,
2026-03-29T00:26:10,llama3.2:3b,3,bench-llama3.2_3b-r3,14,Takim ici durum guncellemesi icin 4 satirlik metin yaz.,200,1,0,12339.71,115,6.85,117.42,
2026-03-29T00:26:24,llama3.2:3b,3,bench-llama3.2_3b-r3,15,Haftalik hedefleri takip etmek icin basit bir tablo oner.,200,1,0,14572.16,177,6.9,125.45,
2026-03-29T00:26:35,llama3.2:3b,3,bench-llama3.2_3b-r3,16,Asagidaki soruya tek paragrafla cevap ver: Neden cevrimdisi sistem?,200,1,0,10165.43,167,7.05,181.57,
2026-03-29T00:26:45,llama3.2:3b,3,bench-llama3.2_3b-r3,17,Bir kullanicidan eksik bilgi istemek icin kibar bir mesaj yaz.,200,1,0,10572.27,161,6.75,185.62,
2026-03-29T00:28:11,llama3.2:3b,3,bench-llama3.2_3b-r3,18,Bir fikri arti ve eksi yonleriyle degerlendir.,200,1,0,85360.73,306,6.95,124.3,
2026-03-29T00:29:18,llama3.2:3b,3,bench-llama3.2_3b-r3,19,Asagidaki metni daha acik yaz: Model secimi performansi etkiler.,200,1,0,67311.11,547,6.4,66.33,
2026-03-29T00:30:53,llama3.2:3b,3,bench-llama3.2_3b-r3,20,Bugunku isi bitirirken yarin icin kisa bir not birak.,200,1,0,94674.12,109,8.2,69.73,
2026-03-29T00:31:02,qwen2.5:3b,1,bench-qwen2.5_3b-r1,1,"Merhaba, kisaca kendini tanit.",200,1,0,8755.05,94,7.85,73.27,
2026-03-29T00:31:25,qwen2.5:3b,1,bench-qwen2.5_3b-r1,2,Bugun icin 3 maddelik bir calisma plani olustur.,200,1,0,22977.88,788,7.75,76.41,
2026-03-29T00:31:27,qwen2.5:3b,1,bench-qwen2.5_3b-r1,3,Asagidaki metni tek cumlede ozetle: Yapay zeka arastirmasi hizla gelisiyor.,200,1,0,2068.11,63,8.25,106.11,
2026-03-29T00:31:37,qwen2.5:3b,1,bench-qwen2.5_3b-r1,4,Kisa bir tesekkur e-postasi taslagi yaz.,200,1,0,9645.07,341,6.7,108.55,
2026-03-29T00:31:44,qwen2.5:3b,1,bench-qwen2.5_3b-r1,5,Bir toplanti notu icin aksiyon maddeleri cikar.,200,1,0,6846.55,116,8.05,107.98,
2026-03-29T00:31:51,qwen2.5:3b,1,bench-qwen2.5_3b-r1,6,Bu cumleyi daha resmi yap: yarin goruselim.,200,1,0,7273.5,373,7.65,115.86,
2026-03-29T00:31:59,qwen2.5:3b,1,bench-qwen2.5_3b-r1,7,Asagidaki metni iki madde halinde ozetle: Proje gizlilik odakli ve yerelde calisir.,200,1,0,8128.48,187,9.5,113.72,
2026-03-29T00:32:16,qwen2.5:3b,1,bench-qwen2.5_3b-r1,8,"Python'da list comprehension nedir, bir ornek ver.",200,1,0,16678.13,691,8.15,107.93,
2026-03-29T00:32:49,qwen2.5:3b,1,bench-qwen2.5_3b-r1,9,Sana bir gorev verdigimde nasil adim adim ilerlersin?,200,1,0,32547.48,1348,6.95,70.62,
2026-03-29T00:32:55,qwen2.5:3b,1,bench-qwen2.5_3b-r1,10,Kisa bir motivasyon mesaji yaz.,200,1,0,6608.94,212,6.8,66.99,
2026-03-29T00:33:01,qwen2.5:3b,1,bench-qwen2.5_3b-r1,11,Bir e-postayi nazikce reddeden cevap yaz.,200,1,0,5335.23,266,6.85,105.45,
2026-03-29T00:33:08,qwen2.5:3b,1,bench-qwen2.5_3b-r1,12,Ayni bilgiyi teknik olmayan birine anlat.,200,1,0,6628.92,275,6.85,106.37,
2026-03-29T00:33:14,qwen2.5:3b,1,bench-qwen2.5_3b-r1,13,"Asagidaki metinden anahtar kelimeleri cikar: yerel model, gizlilik, e-posta, ozet.",200,1,0,6032.92,214,6.55,103.91,
2026-03-29T00:33:30,qwen2.5:3b,1,bench-qwen2.5_3b-r1,14,Takim ici durum guncellemesi icin 4 satirlik metin yaz.,200,1,0,16223.67,723,7.1,97.01,
2026-03-29T00:33:55,qwen2.5:3b,1,bench-qwen2.5_3b-r1,15,Haftalik hedefleri takip etmek icin basit bir tablo oner.,200,1,0,24952.76,977,6.7,69.13,
2026-03-29T00:34:22,qwen2.5:3b,1,bench-qwen2.5_3b-r1,16,Asagidaki soruya tek paragrafla cevap ver: Neden cevrimdisi sistem?,200,1,0,26981.45,1079,6.85,67.95,
2026-03-29T00:34:28,qwen2.5:3b,1,bench-qwen2.5_3b-r1,17,Bir kullanicidan eksik bilgi istemek icin kibar bir mesaj yaz.,200,1,0,6008.68,231,5.95,92.73,
2026-03-29T00:34:50,qwen2.5:3b,1,bench-qwen2.5_3b-r1,18,Bir fikri arti ve eksi yonleriyle degerlendir.,200,1,0,22073.69,994,5.9,77.06,
2026-03-29T00:35:35,qwen2.5:3b,1,bench-qwen2.5_3b-r1,19,Asagidaki metni daha acik yaz: Model secimi performansi etkiler.,200,1,0,44819.3,692,6.15,67.14,
2026-03-29T00:36:17,qwen2.5:3b,1,bench-qwen2.5_3b-r1,20,Bugunku isi bitirirken yarin icin kisa bir not birak.,200,1,0,41716.41,518,7.35,72.98,
2026-03-29T00:36:25,qwen2.5:3b,2,bench-qwen2.5_3b-r2,1,"Merhaba, kisaca kendini tanit.",200,1,0,7832.8,168,7.5,71.29,
2026-03-29T00:36:42,qwen2.5:3b,2,bench-qwen2.5_3b-r2,2,Bugun icin 3 maddelik bir calisma plani olustur.,200,1,0,16612.88,708,6.35,69.84,
2026-03-29T00:36:45,qwen2.5:3b,2,bench-qwen2.5_3b-r2,3,Asagidaki metni tek cumlede ozetle: Yapay zeka arastirmasi hizla gelisiyor.,200,1,0,3348.13,41,6.25,108.84,
2026-03-29T00:36:52,qwen2.5:3b,2,bench-qwen2.5_3b-r2,4,Kisa bir tesekkur e-postasi taslagi yaz.,200,1,0,6797.81,201,7.2,95.55,
2026-03-29T00:37:00,qwen2.5:3b,2,bench-qwen2.5_3b-r2,5,Bir toplanti notu icin aksiyon maddeleri cikar.,200,1,0,7667.65,283,6.9,70.39,
2026-03-29T00:37:03,qwen2.5:3b,2,bench-qwen2.5_3b-r2,6,Bu cumleyi daha resmi yap: yarin goruselim.,200,1,0,3286.63,135,6.9,73.95,
2026-03-29T00:37:11,qwen2.5:3b,2,bench-qwen2.5_3b-r2,7,Asagidaki metni iki madde halinde ozetle: Proje gizlilik odakli ve yerelde calisir.,200,1,0,7804.02,202,7.85,111.59,
2026-03-29T00:37:30,qwen2.5:3b,2,bench-qwen2.5_3b-r2,8,"Python'da list comprehension nedir, bir ornek ver.",200,1,0,18726.67,773,8.2,110.59,
